No.,brand_name,reviewer,rating,date,content
1084,十四代,yasumotor,5,2021年6月16日,今までこんなに香る日本酒飲んだ事無いと言うレベルです
1085,十四代,陽愛のパパ,3,2021年6月15日,昨日より少し評価上がってるんだけど、そこはランキングトップの十四代さん、ハードルは高いぜよ〜
1086-1,十四代,陽愛のパパ,3,2021年6月14日,以前抱き合わせで買えたやつに★1にも満たない評価着けたワタシですから
1086-2,十四代,陽愛のパパ,3,2021年6月14日,んで、あじわいはスッキリあまうまーからの苦味  夏酒って言われてたのがわかるわ〜  濃厚なの好きなワタシとしては…あじわいで★4  コ・ス・パ考えると一個減らさざるをえないかな〜  本丸飲んだことないから偉そうに言えませんが、  この十四代よりコ・ス・パ良くてうまいのはある
1086-3,十四代,陽愛のパパ,3,2021年6月14日,以前、特吟飲んだ感動程の味わいの深さはない
1086-4,十四代,陽愛のパパ,3,2021年6月14日,新政もそうだけど、名前に踊らされてると、高コ・ス・パで旨いものが探せる、日本酒の魅力が半減しちゃうかもですね
1086-5,十四代,陽愛のパパ,3,2021年6月14日,好みの差かもですが、田光とか半蔵&のが旨いかも
1088-1,十四代,eno,5,2021年6月10日,十四代　中取り純米　無濾過生詰  めちゃくちゃ美味しい
1088-2,十四代,eno,5,2021年6月10日,バランスも良いし味も大好きで、どんどん進みました
1091,十四代,ミク助,4,2021年6月2日,希少価値の高いお酒ですが定価で入手できました
1094-1,十四代,☆Shige☆,5,2021年5月29日,わぁ〜コレは贅沢な仕上がりですねぇ(^^)  第一声は旨いしかでてこないです
1094-2,十四代,☆Shige☆,5,2021年5月29日,旨い‼️
1097,十四代,mshogo,4.5,2021年5月25日,十四代は、十四代同士の評価になります
1098,十四代,Jun,5,2021年5月25日,旨いですね〜十四代
1102,十四代,ある,4.5,2021年5月16日,十四代 特吟 純米大吟醸  -円/300㎖  昨年購入したもので価格を失念
1103,十四代,不沈艦,5,2021年5月16日,十四代　純米吟醸　龍の落とし子  甘旨、キレよし、本当に旨い
1104,十四代,不沈艦,4.7,2021年5月16日,十四代　純米吟醸　おりがらみ　あらばしり　生酒  甘旨キレ良しのとても美味しい酒です
1105,十四代,☆Shige☆,5,2021年5月16日,いつもの十四代と違うなぁと感じつつも旨いしか出てこないですね
1106,十四代,masatosake,5,2021年5月15日,上立香メロンの様な上品でフレッシュな香り、口当たりドロッとした濃厚で味わい豊かな感じ、僅かに感じる酸味、ちょうどいい甘み味わい後味も良くすごく美味しい安定の十四代
1107,十四代,ともがゆく,4.5,2021年5月14日,スッキリ旨口で自分の大好きな本丸同様  これはずっと飲んでいたいと思えるやっぱり  日本酒の頂点に立つ酒としてふさわしい一本
1108,十四代,masatosake,5,2021年5月12日,十四代　中とり純米　生詰無濾過　自分が知ってる日本酒の中で、ほぼ1番に近いぐらいに香り、味わい、酸味のバランスが素晴らしい、すごく美味しい
1110,十四代,masatosake,5,2021年5月9日,さすが十四代美味しいです
1111,十四代,まばたき達磨,5,2021年5月8日,旨いに尽きる(^^)
1112,十四代,kazu,5,2021年5月8日,甘味からのふんわり消えるような切れ、旨いな☺️
1115,十四代,masatosake,4.5,2021年5月5日,香りは穏やかで口当り上品な甘みにちょうどいい酸味ですごく美味しい、でも個人的には後味の甘みが強く感じるかな
1116,十四代,たいき,4,2021年5月4日,十四代　中取り　純米吟醸　播州山田錦   美味しいの一言   お店で飲んでみました(なかなか購入できないので)  また飲みたい   スペック  精米歩合：50%  原料米：播州山田錦  使用酵母：山形酵母  度数：16度  日本酒度：⁺2  酸度：1.3   高木酒造(山形県村山市大字富並)
1120,十四代,mshogo,4.5,2021年5月2日,十四代は、十四代同士の評価になってしまいますが、毎回美味しく頂いてます
1121,十四代,パパパK,4,2021年5月2日,やはり美味しい
1122-1,十四代,さん,4,2021年5月2日,そんなところは本醸造  　しかし　美味しい   　そして　これが　一升瓶で2000円、、  　味、旨味と価格とのバランスが素晴らしい
1122-2,十四代,さん,4,2021年5月2日,手頃な価格で高品質な日本酒という  コンセプトから生まれた清らかな  果実味のする十四代代表酒   まさに意図から出来上がり  100点なお酒だと思います
1124-1,十四代,Cutie Dog,5,2021年4月29日,)  　ひや(常温)：ほぼ変化なし  　燗　　　　：－   【味わい】  　冷酒　　　：口に含むと甘みが広がり、程よい  　　　　　　　酸味でスーッと切れる  　ひや(常温)：甘みが前面に出てきて酸味は、  　　　　　　　ほぼ感じない  　燗　　　　：－   【評価】  　冷酒　　　：5.0  　ひや(常温)：4.0  　燗　　　　：－   　冷酒がお勧め
1124-2,十四代,Cutie Dog,5,2021年4月29日,(甘口好きなら、ひやでも)  　※ダブルウォールグラスが◎   【感想】  　一口飲むとフルーティーな甘みが広がるが、  　くどくはなく程よい酸味で甘みがスーッっと  　引いていく  　ひやは甘みが増してきて、超プレミアムな  　『桃の天然水』を飲んでいるような感じ(^^)  　甘口が苦手な人は甘ったるいと感じるかも  　私は甘口を苦としないので気になりませんが  　・・・(^^;)   　リミッターを設定しないと飲みすぎちゃう  　こと確定   　健康で十四代を飲めることに、感謝・感謝(^^)v   P.S.  特別なお酒を入手できたのでコメを書き込みました   原材料：米(国産)　米麹(国産米)  原料米：山形県産酒未来(80%)  精米歩合：40%  アルコール分：15度
1125-1,十四代,すーさん,5,2021年4月27日,全すぅさんが悦びます（笑）   本日のお酒はこちら、またまた十四代の純米（笑）しかも、年末に飲んだやつと同じ年のやつ
1125-2,十四代,すーさん,5,2021年4月27日,年末飲んだやつより柔らかくてめっちゃ滑らか
1125-3,十四代,すーさん,5,2021年4月27日,やっぱり、十四代も写楽と一緒で純米が至高なのか⁉︎  なーんて、そんな飲んだ事ないんですけどね（笑）   本日のアテ  炙り銀鮭の激辛ユッケ丼  大根のつまと豆苗のサラダピエトロドレッシング  牛ハラミステーキ  里芋と竹の子の煮物   以上にて
1127,十四代,hiko99n,4,2021年4月24日,実に入手しづらくなったものです
1128,十四代,ともがゆく,4.5,2021年4月24日,十四代 角新本丸 秘伝玉返し  東京都では明日から当分外でお酒を呑めないと言うことで  飲み納めしてきました  やっぱり十四代は美味しいですねぇ  一人飲みの客はOKみたいな柔軟な対応を  してもらいたいんですがやっぱり無理でしょうね
1129,十四代,かぶかぶ,4,2021年4月23日,こちらの山田錦諸白は、追憶の愛山諸白とはガラリと印象が違いますが、切れがハンパないのでこれはこれで旨い(’-’*)♪
1131,十四代,kasumi_♂,4,2021年4月22日,さすが十四代、とても美味しいお酒でした
1132,十四代,sagi,3.5,2021年4月20日,十四代 角新純米 生酒   癖の無い甘旨 今さら説明のいらない酒  スペック、価格考えても文句のつけようが無い!   が、贅沢過ぎる味故に、たまに一人で１合で十分な味w
1133,十四代,フルやん,5,2021年4月19日,旨いです
1135,十四代,アン日本酒初心者,5,2021年4月18日,本丸しか、十四代はしっかり飲んだことがなかったので、私の思っていた十四代の感じより、少し甘さが弱く、フレッシュ感が強く感じられ、大変おいしく感じた
1146-1,十四代,酔楽,4.5,2021年4月13日,時々呑みたいお酒ですが、色々と呑んだことのない美味しいお酒が目白押しなので、１年に１回ペースで楽しんでいます
1146-2,十四代,酔楽,4.5,2021年4月13日,マスクメロンのような柔らかく品の良い甘旨と寄り添う酸味が美味しいです
1146-3,十四代,酔楽,4.5,2021年4月13日,"こんな美味しいお酒が１升瓶３,０００円代前半の価格で購入できるので、いつもながら良心的な酒屋さんに感謝しています"
1150,十四代,モコモコ,5,2021年3月29日,おかわりしたかった（笑）  大好きな味です
1154,十四代,くるみもち,4,2021年3月27日,上位のものではないし、開栓済みなのもあるし、既に酔っていたのもあると思うが、美味しいけど、まあ期待が高過ぎて、まあうんってなった
1155-1,十四代,いなりずし.com,5,2021年3月27日,"十四代　角新　中取り純米  価格　1800ml　3,410円（税込）   久々の十四代、しかも本丸でなく中取り純米"
1155-2,十四代,いなりずし.com,5,2021年3月27日,十四代だからって容赦なく評価してやるぜ
1155-3,十四代,いなりずし.com,5,2021年3月27日,こんなに旨い酒を造ってくれてありがとう
1167,十四代,イツロー,5,2021年3月8日,初めて飲んだ十四代
1168,十四代,たけ,4.5,2021年3月7日,言わずもがな旨いのは当たり前
1174,十四代,agakana,5,2021年2月28日,美味しい
1177,十四代,ある,5,2021年2月27日,価格も少し上がっていますね
1183,十四代,ドリームハート,4.5,2021年2月24日,安くて美味しい酒が一番
1187-1,十四代,katachiim,,2021年2月18日,私は十四代が日本で1番美味しい日本酒だと思っています
1187-2,十四代,katachiim,,2021年2月18日,ただ全ての十四代がどの日本酒よりも美味しいとは思っていません
1187-3,十四代,katachiim,,2021年2月18日,笑   たしか花陽浴を飲んだ時にも言った気がしますが、どんな人気酒でも、どれで入るかがめちゃくちゃ重要
1187-4,十四代,katachiim,,2021年2月18日,笑   十四代の生酒ってたぶん飲んだことがない
1187-5,十四代,katachiim,,2021年2月18日,生酒もめちゃくちゃ美味しいですけど
1187-6,十四代,katachiim,,2021年2月18日,笑   私はお酒が本当に好きです
1187-7,十四代,katachiim,,2021年2月18日,だから飲んだことがない人にも飲んで欲しい
1193,十四代,nao,4.5,2021年2月14日,十四代　角新本丸　生酒   香りは穏やか  アタックに甘旨味がくるけど苦酸で全くダレない  ダラダラと永遠に飲めちゃうやつで美味しい   違う本丸が2本冷蔵庫に入ったので、角新と火入れを記念撮影w
1195-1,十四代,Mr. 日本酒好き,5,2021年2月14日,先日紹介した喜久酔と高砂を買った時に手に入れた十四代です
1195-2,十四代,Mr. 日本酒好き,5,2021年2月14日,年末に飲んだ双虹よりこっちの方が好みです
1196,十四代,Inusuke,5,2021年2月14日,十四代　純米吟醸　龍の落とし子   甘い口当たりで優しい  フルーティで旨い
1204-1,十四代,しるふぁ,,2021年2月7日,過去に飲んだお酒のため詳細は書きません
1204-2,十四代,しるふぁ,,2021年2月7日,これに関しては数字的な評価は不要ですね
1205,十四代,しるふぁ,3.5,2021年2月7日,過去に飲んだお酒のため詳細は書きません
1207-1,十四代,転売反対！,5,2021年2月6日,自分の中では、龍月を超えて一番好きかも
1207-2,十四代,転売反対！,5,2021年2月6日,価格も良心的で、コスパに優れます
1207-3,十四代,転売反対！,5,2021年2月6日,美味しいです
1209,十四代,ともがゆく,5,2021年2月4日,十四代 角新本丸 生酒 秘伝玉返し  公園内にあるお店にて  新酒Verの本丸ですね、いちいち説明もいらないと思いますが  ちょうど口開けを頂きましたやっぱり本丸は美味しいですね
1211,十四代,しるふぁ,4,2021年2月2日,過去に飲んだお酒のため詳細は書きません
1213,十四代,転売反対！,4.7,2021年2月1日,龍の落とし子の酒米を使ったお酒は初めて飲んだが、  意外とスパイシーな食事と合うような気がした
1215,十四代,しるふぁ,4,2021年1月28日,過去に飲んだお酒のため詳細は書きません
1222,十四代,Takashi Rikukawa,5,2021年1月20日,十四代は苦味が極限までマスキングされていて、  好きです
1228,十四代,ぴいぴい,4,2021年1月14日,十四代　槽垂れ原酒生原酒   久しぶりに飲んだが、やっぱり美味しい
1230-1,十四代,パープルヘイズ,4.5,2021年1月11日,いやー旨いねやっぱり
1230-2,十四代,パープルヘイズ,4.5,2021年1月11日,おりがらみとかささ濁りはどこの銘柄でも一番旨い
1231,十四代,パープルヘイズ,4,2021年1月11日,とは言え旨いですな、はい
1232,十四代,しるふぁ,4,2021年1月11日,過去に飲んだお酒のため詳細は書きません
1233,十四代,しるふぁ,4.5,2021年1月11日,過去に飲んだお酒のため詳細は書きません
1235,十四代,ともちゃん,5,2021年1月6日,美味しい水感覚で飲めます
1237-1,十四代,ばんない,5,2021年1月5日,味の割合としてはマスカット、リンゴ、グレープフルーツが5:4:1らしく、自分のいままで飲んできた(私が飲ませた)日本酒の中で飲んだことがないお酒らしいです
1237-2,十四代,ばんない,5,2021年1月5日,最後に、嫁が大好きなBlack Swan Ⅱとどちらが好みかと聞けば、Black Swanみたいです笑
1237-3,十四代,ばんない,5,2021年1月5日,銘柄に流されず、価格に流されず、自分の思うままにお酒を楽しむ、自分の好きに正直にお酒を飲むスタンスは素晴らしい
1238-1,十四代,フルやん,4.5,2021年1月4日,旨い旨いと7合ほど無くなり残りは自宅に持ち帰りいつものスタイルでいきますよ
1238-2,十四代,フルやん,4.5,2021年1月4日,和洋折衷〜何でもござれ、旨いです
1247,十四代,ともがゆく,5,2021年1月1日,十四代 純米大吟醸 龍の落とし子  なんだかんだで十四代は本丸が一番美味いと思う派  なのですがこれは本丸に匹敵するくらい美味しい
1250,十四代,kutosake,,2020年12月31日,﻿  ﻿  ﻿  磨き:55%﻿  製造:2020.11﻿  購入:2020.11.14﻿  購入先:神奈川県の酒屋さん﻿  購入価格:3300円位
1254-1,十四代,すーさん,5,2020年12月31日,好きな人たちに喜んでもらえる幸せ
1254-2,十四代,すーさん,5,2020年12月31日,選ばれし4名の方おめでとうございますぅ㊗️もちろん他の方も大好きですよ❤️今回は兄貴のプレゼントに紛れ込ませました❤️  好きな人にあげるだけのつもりだったのに、今日、兄貴から幸せ宅急便が
1264,十四代,kazu,5,2020年12月26日,ちょっと飲んだ事ない味わいです
1269,十四代,ある,4.5,2020年12月24日,しかしながらこの価格で飲めるのはありがたい
1275,十四代,エイサー,4,2020年12月19日,十四代　純米大吟醸　雪女神   フルーティーな香りと甘さがフワッと広がる美味しいお酒ですが、少し甘すぎるか
1278,十四代,nao,4.5,2020年12月15日,美味しいですねーこの後飲む酒に困ります汗   一緒に飲んだ七垂二十貫はうま過ぎですが、中取りも負けじと美味い
1279,十四代,Takashi Rikukawa,5,2020年12月14日,次に飲んだ甘旨系の十ロ万が少し苦く感じるほどでした
1280-1,十四代,スズ生酛,5,2020年12月14日,旨いけど
1280-2,十四代,スズ生酛,5,2020年12月14日,好み的は仙禽の雄町の方が好きだな
1282,十四代,しるふぁ,3.5,2020年12月14日,過去に飲んだお酒のため詳細は書きません
1289,十四代,もっしもっし,5,2020年12月11日,それにしたって美味しいんだから、幸せなことですよね
1290,十四代,みえ,5,2020年12月11日,十四代   中取り  純米吟醸  播州  愛山  やっと出会えました(((* ॑˘ ॑* ≡ * ॑˘ ॑*)))  優しい甘さで美味しい
1293,十四代,Inusuke,5,2020年12月8日,十四代　純米吟醸　酒未来   旨い
1297,十四代,シカオさん,5,2020年12月5日,色々飲んだけどやっぱり十四代は違うなと思いました
1305-1,十四代,wajoryoshu,5,2020年11月26日,今年はコロナの影響で入手困難酒も比較的お目にかかることが多いが、さすがにこの銘柄だけは別格
1305-2,十四代,wajoryoshu,5,2020年11月26日,一年前は外呑みの白雲去来を投稿したが、さすがにそこまでの逸品は入手できなかったものの、同じ精米歩合の超特選を
1305-3,十四代,wajoryoshu,5,2020年11月26日,嗚呼、やっぱり文句なしに旨いっ
1306,十四代,パープルヘイズ,5,2020年11月25日,自宅で好きなアテと飲めるのは素直にありがたい
1307,十四代,しるふぁ,3,2020年11月25日,過去に飲んだお酒のため詳細は書きません
1310,十四代,レッドソイル,4.5,2020年11月23日,初めて十四代を家飲みしました  まあ入手難度が高いことこの上ないですねえ…   華やかな香り、甘やかな飲み口、とんでもなく綺麗な後味と、これが評価される理由はまあ分かります  これが手に入りやすければ大絶賛してたとは思いますね  ただまあ、皆様ご存知の通りの入手困難銘柄ですから、どうしてもその分のマイナス評価はでてしまいますね…   このお酒が悪い訳では全くないですが、入手難度を覆す異様な感動があったわけでもないのでこの評価となりました
1312,十四代,しるふぁ,4,2020年11月21日,過去に飲んだお酒のため詳細は書きません
1315,十四代,しるふぁ,3.5,2020年11月19日,過去に飲んだお酒のため詳細は書きません
1316,十四代,tago,4,2020年11月19日,美味しい一本でした
1319-1,十四代,しるふぁ,4.5,2020年11月18日,過去に飲んだお酒のため詳細は書きません
1319-2,十四代,しるふぁ,4.5,2020年11月18日,十四代の生酒では、これと本丸が好きです
1320,十四代,パープルヘイズ,5,2020年11月15日,本来の嗜好である酸味と苦味はほぼ感じないけど素直に旨い
1321,十四代,ばんない,5,2020年11月14日,日本酒の味をわからずに飲んだ十四代と、様々な日本酒を飲んで経験を積んだ現在ですが、とんでもなく美味しい
1325,十四代,michi♭,4,2020年11月8日,本丸でも充分美味しい
1326-1,十四代,ふゎゎ,4,2020年11月7日,十四代  吟醸酒  生詰  吟撰   近所にある大好きな焼鳥屋さんに行ってきました
1326-2,十四代,ふゎゎ,4,2020年11月7日,何でもそうなのですが、好きなものをずっと変わらずに選ぶタイプなのに
1328,十四代,転売反対！,4.6,2020年11月7日,スペックの割にお得感のある価格帯も良かった
1337,十四代,HM,5,2020年10月25日,だけどこの甘さも大好きです
1340,十四代,りな,4.5,2020年10月23日,十四代　吟撰   今まで飲んだ十四代の中でも一番スッキリしているような
1347,十四代,Tomy Tomy,3.5,2020年10月17日,確かに美味しい
1349,十四代,もこもこの剣士,5,2020年10月16日,好きな徳川　徳川家茂(徳川14代目)
1359,十四代,がじろう,4,2020年10月3日,「十四代　中取り純米」  大好き14D大好き   無濾過　特別純米  精米歩合55%   より豊潤でより後味がスッキリかな
1361,十四代,かぶかぶ,4,2020年10月2日,昨晩何種類もの十四代を飲み比べしましたが、共通しているのはジューシーな甘味なのに切れ味鋭い後味(’-’*)♪  山田錦だからか磨きのせいか、開栓二日目にして少し味わいがボヤけてますね(*´-`)  昨日は龍泉も七垂れも白雲去来も飲みましたが、コスパも込みでマイベストはやはり諸白です☆
1363,十四代,☆Shige☆,5,2020年10月1日,旨いしかでてこないのでコメントもでてこないです(笑)  旨い‼️
1364-1,十四代,satraksake,3.5,2020年10月1日,どんどん価格は上がってますが、  私としては、こんなトコです
1364-2,十四代,satraksake,3.5,2020年10月1日,高いから旨い、とは限らない
1365,十四代,さくら,4.5,2020年9月30日,スペックや価格が高くても好みでない十四代があったことを考えると、もう本丸を5評価でいい気がする
1366,十四代,がじろう,4.5,2020年9月26日,なんにせ14D大好き
1367-1,十四代,スーパーポジティブ鼠,5,2020年9月22日,美味しいお酒は数知れず
1367-2,十四代,スーパーポジティブ鼠,5,2020年9月22日,甘いのが好きならばきっとココが究極な気がします
1367-3,十四代,スーパーポジティブ鼠,5,2020年9月22日,もちろんプレ値は論外ですがね…   ワンカルビでも十分美味しいけど  たまには奮発して叙々苑行きたい
1369,十四代,フルやん,4.5,2020年9月21日,旨いです
1376-1,十四代,スーパーポジティブ鼠,4.5,2020年9月17日,お互いの好きなお酒を勧め合ったり  一緒のやつ呑んであーだこーだ議論を交わしたり
1376-2,十四代,スーパーポジティブ鼠,4.5,2020年9月17日,やっぱり美味しいけどね
1376-3,十四代,スーパーポジティブ鼠,4.5,2020年9月17日,あとはパインのエグミの多い少ないをどう評価するだけかな〜   久しぶりに而今を呑んだ
1376-4,十四代,スーパーポジティブ鼠,4.5,2020年9月17日,千本錦とか八反より雄町が好きかな
1381,十四代,ドマーネ,4.5,2020年9月12日,十四代/中取り純米  ようやく入手
1383-1,十四代,ぽん,5,2020年9月8日,旨い
1383-2,十四代,ぽん,5,2020年9月8日,いろいろ書く気が無くなるほど旨い
1383-3,十四代,ぽん,5,2020年9月8日,なんだろう、濃厚すぎて味にとろみを感じるというか… 私の1番好きなお酒をさらに濃厚にした感じ
1384,十四代,syosyusyu2020,5,2020年9月6日,特定名称：純米大吟醸  原材米：雪女神  精米歩合：40%  日本酒度：非公開  度数：15度  製造元：高木酒造株式会社（山形県）   流石です♪ 美味しい (^^)
1385,十四代,HM,4.5,2020年9月6日,と言いたいところですが、値段が一般市民にとっては高め（一升瓶一万円超え）なのでこの評価になっています
1390,十四代,モコモコ,4,2020年8月25日,美味しいね
1393-1,十四代,縦の皮,4.1,2020年8月21日,美味しいし上品だし綺麗なんだけど、ちょっと物足りない
1393-2,十四代,縦の皮,4.1,2020年8月21日,入手難しいから期待値は上がっちゃいますね
1397,十四代,manaf0293,4.5,2020年8月19日,十四代はやっぱり美味しいという結論…
1399,十四代,フルやん,5,2020年8月18日,やはり十四代どれとも合う〜合わせたくなる^ ^  今回もやり過ぎた感はありますが旨いです
1409,十四代,アン日本酒初心者,4.5,2020年8月14日,であるが、私には食べながらでもお酒が美味しいという意味の食中酒です
1419,十四代,ナナメ,4,2020年8月8日,﻿  ﻿  この吟撰、今年はコロナ禍での飲食店﻿  支援のために特別な価格で出荷された﻿  ようです
1421,十四代,田川の鯉,4.5,2020年8月5日,旨いです
1423-1,十四代,☆Shige☆,5,2020年8月3日,こりゃまた美味しいですねっ♪  思っていたより甘くなくスッキリしていて凄く飲みやすいテイストです
1423-2,十四代,☆Shige☆,5,2020年8月3日,安定の超旨い❗️  家で呑める感謝です
1426,十四代,かぶかぶ,4,2020年8月2日,それでもやはり旨い☆
1427,十四代,Tokio,5,2020年8月2日,ただ言えるのは、  飲んだ人を皆幸せにする、  そんな日本酒だ
1428-1,十四代,mshogo,4.5,2020年8月1日,文句無しにフルーティで透明感があり美味しい
1428-2,十四代,mshogo,4.5,2020年8月1日,前に飲んだ白鶴錦が美味しかったので銘柄も覚えておかないとないと次いつ飲めるかわからない
1435,十四代,nao,5,2020年7月26日,やはり美味しい酒は1本だけで飽きずにずっと飲めますねー  たくさん飲んでも低アルなのってぐらい身体が楽です
1439,十四代,ガンジャマン,,2020年7月25日,美味しいお酒でハッピーな時間をいただきやした
1440-1,十四代,縦の皮,4.8,2020年7月24日,自分が飲んだ中だと、雪女神に近いけど微妙に違う
1440-2,十四代,縦の皮,4.8,2020年7月24日,定価でも値は張りましたが、間違いなく価格以上の味わいです
1445,十四代,務め人苦弊死,4.5,2020年7月19日,美味しいけど
1447,十四代,Tokio,4,2020年7月16日,個人的には玉返しの方が美味しいと思ったり
1449,十四代,nao,5,2020年7月12日,うめーわ‼︎言うことなし‼︎  十四代何本か飲んでるけど自分で買った思い入れもあり、今までで一番美味い‼︎   小瓶に1合だけ残して飲み干してしまいました
1452-1,十四代,紅葉,4,2020年7月10日,以前飲んだ日本酒原価酒造さんにて
1452-2,十四代,紅葉,4,2020年7月10日,以前飲んだより複雑な甘味ではなかったが、十分に楽しめる味だったように思う
1454,十四代,haya,5,2020年7月7日,ICOCAで切符を買ったボクがいた(笑)   そんな天然さえも、この一杯が救ってくれるのです
1458,十四代,じゅんよんだい,5,2020年6月30日,さて味わいはというと山田錦と愛山という自分の好きな酒米をブレンドし、甘すぎず辛すぎず、そして旨すぎる
1465-1,十四代,Sugurise,4.5,2020年6月28日,以前、外で十四代を初めて飲んだときのことを思い出す
1465-2,十四代,Sugurise,4.5,2020年6月28日,一緒に飲んだ知人は、十四代の中取り純米無濾過を「森の中にある静かで波紋一つない澄んだ湖みたい」と例えて、すごく納得して感動した
1465-3,十四代,Sugurise,4.5,2020年6月28日,開栓初日は評価Maxとまで行けず恐れ多いですが、しばらく変化も感じながら十四代を楽しませてもらいます
1468,十四代,エイサー,4,2020年6月27日,十四代　本丸  この酒は｢安い｣｢旨い｣がピッタリなお酒だと思います
1473-1,十四代,str,5,2020年6月20日,冩樂の方が美味しいかなって感じたが、二日目に濃厚さが出て来て好みの味に
1473-2,十四代,str,5,2020年6月20日,冩樂の評価を変えなくては（笑）
1476,十四代,祐次,4,2020年6月18日,十四代　中取り大吟醸  旨いもくるけど甘いがもっとくる
1477-1,十四代,somewordstoday,5,2020年6月18日,始めた頃はここまで続けられるとは（こんなに飲むとは笑）思ってもいませんでしたが、これも美味しいお酒を造ってくださる蔵元さんと、SAKETIMEの皆さんのおかげです
1477-2,十四代,somewordstoday,5,2020年6月18日,旨いです
1480,十四代,kasumi_♂,4,2020年6月16日,旨味も感じつつスッキリした飲み心地で  とても美味しいお酒でした
1481,十四代,福助,5,2020年6月16日,十四代 中取り純吟 赤磐雄町   コロナ騒動のせい二ヶ月連続で入手
1491,十四代,36tomo,5,2020年6月8日,十四代　吟撰   入手困難な十四代を飲む機会に恵まれました
1492,十四代,akiii,4.5,2020年6月8日,この価格でこんな酒が出来るとは、唸ります(≧∀≦)
1501,十四代,koume,5,2020年5月31日,美味すぎ(^^)    でもこれより美味しいお酒を今まで普通に購入して飲んでるわけでキチガイ転売ヤーとそこから購入している馬鹿はトレーラーに巻き込まれてぐちゃぐちゃになれと思います笑
1502,十四代,kyoco,5,2020年5月31日,トロッと感もある  濃厚な甘味なのに  何もなかったように  引いていく  美味しいなぁ^ ^  このボトル連れて帰りたい（笑）
1503,十四代,エイサー,4,2020年5月30日,十四代　純米大吟醸　龍の落とし子   最近飲んだ白鶴錦と比べると甘みが強い分甘ったるさを感じますが後味が綺麗なのでついつい飲みすぎてしまいます
1511-1,十四代,横浜のお酒呑み,5,2020年5月10日,とても美味しい
1511-2,十四代,横浜のお酒呑み,5,2020年5月10日,好きな甘さ
1512-1,十四代,酔楽,5,2020年5月6日,大好きな山田錦の十四代
1512-2,十四代,酔楽,5,2020年5月6日,2日目・3日目  流石に、美味しいお酒でも1升瓶となると一気に空けられないですね
1512-3,十四代,酔楽,5,2020年5月6日,ほんの少々辛味が浮いてきているので、美味しいお酒はその日に呑み切りたいですね
1513,十四代,エイサー,4.5,2020年5月5日,と思わせるほど旨い酒ですが、次はいつ飲めるか
1514,十四代,さくら,,2020年5月5日,龍の落とし子　大極上生　だけど下記の理由で点数なし   スムーズでさらりとしたアタックながら、後味は華やかさのある美味しさをしっかり感じる  ひっかかりのない飲み口  でも生酒独特の黄色っぼさも感じるなあ  ブラインドで飲んだら十四代だと分からない味   …と思ったら  これ製造年月から2カ月以内に飲んでくださいって書いてあるのに製造年2018だよ
1515,十四代,ミユヒロ,4.5,2020年5月4日,ただ、最近の好みは辛口系なので評価が少し辛め
1526,十四代,エイサー,4,2020年4月12日,一気に口のなかに和三盆のような甘さが広がる旨い酒です
1531-1,十四代,和バルbiroku,4.5,2020年4月10日,こんな時期だからこそ美味しい日本酒で気分転換
1531-2,十四代,和バルbiroku,4.5,2020年4月10日,美味しい一本ですが、手に入りにくくそこを考えると少しマイナスポイントかなー   オリーブオイルの豊かなコク、香りとGOOD
1532,十四代,よよよい,3.5,2020年4月8日,まぁ、普通に美味しい
1533,十四代,スーパーポジティブ鼠,5,2020年4月6日,4.5ばっか付けてるし備忘として5.0を⭐️⭐️⭐️⭐️⭐️  よく聞かれる「今まで飲んだ中で一番美味しかったやつ何ですか」のやつ  そら酒なんか嗜好品なんやから千差万別なんやろうけど  いつもパッと浮かぶのはこの二本  正直、十四代はほぼ五つ星やけどコレは別格  でも聞いた人が絶対飲む機会が訪れへんからコレを答えることはない  大体、まだ手に入りやすい鍋島って答えてるね  正直コレ飲めたんも奇跡的なもんやし  芸術的すぎてしばらく言葉が出てこんかったけど、自分的にはコレが最高峰やと思ってる  龍月は特Ａ地区山田錦40%の純米大吟醸  極上のリッチ感と果実感、ただただ上品で美しい余韻の続く素晴らしいお酒  双虹は35%の大吟醸  テイストは似てるけど龍月と比べると若干のガス感が強くてキレがあるこちらも負けず劣らず素晴らしいお酒  高木さんが本気出したらこんなレベルのお酒が造れるってほんま芸術の域やで  プレ値では無理やけどこのクォリティなら高くても買う
1534-1,十四代,モコモコ,5,2020年4月4日,この十四代はめちゃくちゃ好きな味
1534-2,十四代,モコモコ,5,2020年4月4日,まだ5種類だが今まで飲んだ十四代で1番かな
1541,十四代,エイサー,4,2020年3月22日,ただ純米吟醸なので多少淡麗さがないぶん上品さが感じられないが旨い酒にはかわりはないですね
1546,十四代,kyoco,4,2020年3月15日,まず酸味がきて  控えめな甘さのあと苦味  美味しいお酒で  綺麗な印象ではあるけど  アルコールの苦味が…  ちがーう(T . T)  大吟醸、吟醸とは違うって言うこと
1550,十四代,career,4,2020年3月7日,前に近所の赤鬼で飲んだ以来の十四代
1553-1,十四代,ニクアン,5,2020年2月25日,初めて十四代を飲んだ
1553-2,十四代,ニクアン,5,2020年2月25日,本当に美味しいですね
1558,十四代,エイサー,4,2020年2月22日,出羽燦々旨い
